Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Affiliations,Authors with affiliations,Funding Details
Fearnley R.,"Fearnley, R. (6603505232)",6603505232,Regenerating the Inner City: Lessons from the UK's City challenge experience,2000,Social Policy and Administration,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034543682&doi=10.1111%2f1467-9515.00211&partnerID=40&md5=665e905431ea4f35b07f4601f2fa7b3f,"The Consumers Association, London NW1 4DF, 2 Marylebone Road, United Kingdom","Fearnley R., The Consumers Association, London NW1 4DF, 2 Marylebone Road, United Kingdom",
Dahlberg K.A.,"Dahlberg, Kenneth A. (7003442978)",7003442978,Democratizing society and food systems: Or how do we transform modern structures of power?,2001,Agriculture and Human Values,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751294107&doi=10.1023%2fA%3a1011175626010&partnerID=40&md5=b38b56bf705299cf88b0d77580be2a9c,"Department of Political Science, Western Michigan University, Kalamazoo, MI, United States; Department of Political Science, Western Michigan University, Kalamazoo, MI 49008-5346, 1903 W. Michigan Ave., United States","Dahlberg K.A., Department of Political Science, Western Michigan University, Kalamazoo, MI, United States, Department of Political Science, Western Michigan University, Kalamazoo, MI 49008-5346, 1903 W. Michigan Ave., United States",
Hoban M.; Beresford P.,"Hoban, Martin (6603096588); Beresford, Peter (7003984189)",6603096588; 7003984189,Regenerating regeneration,2001,Community Development Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035201030&doi=10.1093%2fcdj%2f36.4.312&partnerID=40&md5=4382dc825ce49effaeff0dded2a95b27,"Rhondda Cynon Taff, CF72 9EJ, 6 Derwin Road, United Kingdom; Centre for Citizen Participation, Brunel University, United Kingdom","Hoban M., Rhondda Cynon Taff, CF72 9EJ, 6 Derwin Road, United Kingdom; Beresford P., Centre for Citizen Participation, Brunel University, United Kingdom",
Moore P.,"Moore, Patrick (55472515300)",55472515300,Trees are the answer,2001,Forest Landowner,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035412584&partnerID=40&md5=c535424f6c587a1d60711877133d53e6,,,
Xie T.; Marshall W.D.,"Xie, T. (7103076334); Marshall, W.D. (7401972712)",7103076334; 7401972712,Approaches to soil remediation by complexometric extraction of metal contaminants with regeneration of reagents,2001,Journal of Environmental Monitoring,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034890504&doi=10.1039%2fb009876k&partnerID=40&md5=64a68ea46da76e51854bcec5736291a3,"Department of Food Science, Macdonald Campus of McGill, Ste-Anne-de-Bellevue, Que. H9X 3V9, 21111 Lakeshore Road, Canada","Xie T., Department of Food Science, Macdonald Campus of McGill, Ste-Anne-de-Bellevue, Que. H9X 3V9, 21111 Lakeshore Road, Canada; Marshall W.D., Department of Food Science, Macdonald Campus of McGill, Ste-Anne-de-Bellevue, Que. H9X 3V9, 21111 Lakeshore Road, Canada",
Banks S.; Shenton F.,"Banks, Sarah (7201624663); Shenton, Felicity (57225306940)",7201624663; 57225306940,Regenerating Neighbourhoods: A Critical Look at the Role of Community Capacity Building,2001,Local Economy: The Journal of the Local Economy Policy Unit,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992861876&doi=10.1080%2f02690940110078265&partnerID=40&md5=871f011ee093ff5d83000a0210922283,"University of Durham, United Kingdom","Banks S., University of Durham, United Kingdom; Shenton F., University of Durham, United Kingdom",
Collins L.; Burns B.,"Collins, Lisette (7202597022); Burns, Bruce (7201855200)",7202597022; 7201855200,"The dynamics of Agathis australis-Nothofagus truncata forest in the Hapuakohe Ecological District, Waikato region, New Zealand",2001,New Zealand Journal of Botany,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035704917&doi=10.1080%2f0028825X.2001.9512746&partnerID=40&md5=43a8ec0a4c5072640b254370cd597563,"Department of Biological Sciences, University of Waikato, Hamilton, Private Bag 3105, New Zealand; Environment Waikato, Hamilton, P.O. Box 4010, Hamilton East, New Zealand; Landcare Research, Hamilton, Private Bag 3127, New Zealand","Collins L., Department of Biological Sciences, University of Waikato, Hamilton, Private Bag 3105, New Zealand, Environment Waikato, Hamilton, P.O. Box 4010, Hamilton East, New Zealand; Burns B., Landcare Research, Hamilton, Private Bag 3127, New Zealand","Pukemokemoke Bush Trust; Foundation for Research, Science and Technology, FRST, (C09522)"
Misra V.K.; Shabbeer S.N.,"Misra, V.K. (57224169344); Shabbeer, S.N. (57224170234)",57224169344; 57224170234,Participatory Forest Management in India: An overview and some emerging issues,2001,Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107130096&doi=10.1177%2f004908570103100212&partnerID=40&md5=86681083119e9451af52b2258d9c87e9,"Society for Promotion of Wastelands Development, 14-A Vishnu Digamber Marg, New Delhi, 110 002, India; Society for Promotion of Wastelands Development, 14-A Vishnu Digamber Marg, New Delhi, 110 002, India","Misra V.K., Society for Promotion of Wastelands Development, 14-A Vishnu Digamber Marg, New Delhi, 110 002, India; Shabbeer S.N., Society for Promotion of Wastelands Development, 14-A Vishnu Digamber Marg, New Delhi, 110 002, India",
Kazimee B.A.,"Kazimee, B.A. (6507922170)",6507922170,Sustainable urban design paradigm: Twenty five simple things to do to make an urban neighborhood sustainable,2002,Advances in Architecture Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3342961618&partnerID=40&md5=e50c6fcb3927f90997581e2f22515eb6,"Sch. of Arch./Constr. Management, Washington State University, United States","Kazimee B.A., Sch. of Arch./Constr. Management, Washington State University, United States",
Alvarez L.; De Almeida E.J.C.,"Alvarez, Luciana (7201392124); De Almeida, Eunice Judith Cardoso (7005141711)",7201392124; 7005141711,The first record of polyploidy in a land planarian species (Geoplana burmeisteri),2002,Caryologia,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041370228&doi=10.1080%2f00087114.2002.10589283&partnerID=40&md5=32fb02c77856605e6a60274ce0a1dff6,"Departamento de Biologia, Instituto de BiociÃªncias, Universidade de SÃ£o Paulo, SÃ£o Paulo, CEP 05422-970, C.P. 11461, Brazil","Alvarez L., Departamento de Biologia, Instituto de BiociÃªncias, Universidade de SÃ£o Paulo, SÃ£o Paulo, CEP 05422-970, C.P. 11461, Brazil; De Almeida E.J.C., Departamento de Biologia, Instituto de BiociÃªncias, Universidade de SÃ£o Paulo, SÃ£o Paulo, CEP 05422-970, C.P. 11461, Brazil",
East L.,"East, Linda (7003754808)",7003754808,Regenerating health in communities: Voices from the inner city,2002,Critical Social Policy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047682438&doi=10.1177%2f02610183020220020101&partnerID=40&md5=8278637de6b983b8b2cbe58095eccf63,"School of Nursing, Postgraduate Division, Medical School Queen's Medical Ctr., Nottingham NG7 2UH, United Kingdom","East L., School of Nursing, Postgraduate Division, Medical School Queen's Medical Ctr., Nottingham NG7 2UH, United Kingdom",
McMahon S.K.,"McMahon, S.K. (56276662300)",56276662300,"The development of quality of life indicators - A case study from the City of Bristol, UK",2002,Ecological Indicators,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142167565&doi=10.1016%2fS1470-160X%2802%2900039-0&partnerID=40&md5=47fee71949c7a8fda1f517cdf4e9e75c,"Environmental Quality Unit, Sustainable Development, Create Centre, Bristol BS1 6XN, United Kingdom","McMahon S.K., Environmental Quality Unit, Sustainable Development, Create Centre, Bristol BS1 6XN, United Kingdom",
Grimbacher P.S.; Hughes L.,"Grimbacher, Peter S. (6504126281); Hughes, Lesley (55795365200)",6504126281; 55795365200,Response of ant communities and ant-seed interactions to bush regeneration,2002,Ecological Management and Restoration,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036906807&doi=10.1046%2fj.1442-8903.2002.00112.x&partnerID=40&md5=aea17c3af6944599aef4f962c7e9f5d1,"Australian Sch. of Envrn. Studies, Griffith University, Nathan, Qld. 4111, Australia; Department of Biological Sciences, Macquarie University, NSW 2109, Australia","Grimbacher P.S., Australian Sch. of Envrn. Studies, Griffith University, Nathan, Qld. 4111, Australia; Hughes L., Department of Biological Sciences, Macquarie University, NSW 2109, Australia",
BataÃ¯ni S.-H.; Maillat D.; Crevoisier O.,"BataÃ¯ni, Sophie-Helene (6508029001); Maillat, Denis (6602873640); Crevoisier, Olivier (6602441067)",6508029001; 6602873640; 6602441067,A new approach to the attractiveness: The case of medium-sized industrial cities,2002,Jahrbuch fur Regionalwissenschaft,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036461640&partnerID=40&md5=1529ebaf159a2ec787fe01745ffc53df,"Inst. for Economic/Regional Res., University of NeuchÃ¢tel, NeuchÃ¢tel 2000, Pierre-Ã -Mazel 7, Switzerland","BataÃ¯ni S.-H., Inst. for Economic/Regional Res., University of NeuchÃ¢tel, NeuchÃ¢tel 2000, Pierre-Ã -Mazel 7, Switzerland; Maillat D., Inst. for Economic/Regional Res., University of NeuchÃ¢tel, NeuchÃ¢tel 2000, Pierre-Ã -Mazel 7, Switzerland; Crevoisier O., Inst. for Economic/Regional Res., University of NeuchÃ¢tel, NeuchÃ¢tel 2000, Pierre-Ã -Mazel 7, Switzerland",
Pendlebury J.,"Pendlebury, John (7003815075)",7003815075,"Conservation and regeneration: Complementary or conflicting processes? The case of grainger town, Newcastle upon Tyne",2002,Planning Practice and Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036077678&doi=10.1080%2f02697450220145913&partnerID=40&md5=60dbca947aeb371c9fe9633d59e7e625,"Ctr. for Res. European Urban Envrn., School of Arch., Planning/Landscape, University of Newcastle, Newcastle upon Tyne NE1 7RU, United Kingdom","Pendlebury J., Ctr. for Res. European Urban Envrn., School of Arch., Planning/Landscape, University of Newcastle, Newcastle upon Tyne NE1 7RU, United Kingdom",
Thomas C.J.; Bromley R.D.F.,"Thomas, Colin J. (7404413043); Bromley, Rosemary D.F. (7005245176)",7404413043; 7005245176,Retail revitalization and small town centres: The contribution of shopping linkages,2003,Applied Geography,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037218609&doi=10.1016%2fS0143-6228%2802%2900068-1&partnerID=40&md5=4b3870efb46ac6c597cb590a73491900,"Department of Geography, University of Wales, Swansea SA2 8PP, United Kingdom","Thomas C.J., Department of Geography, University of Wales, Swansea SA2 8PP, United Kingdom; Bromley R.D.F., Department of Geography, University of Wales, Swansea SA2 8PP, United Kingdom",
Cassettari S.,"Cassettari, Seppe (56634594200)",56634594200,Post war Ordnance Survey photo maps,2003,Bulletin of the Society of Cartographers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542784190&partnerID=40&md5=954893cf2f7f1142938c85933cc127c0,"CEO, The GeoInformation Group, United Kingdom","Cassettari S., CEO, The GeoInformation Group, United Kingdom",
O’Brien M.,"O’Brien, Margaret (57192877235)",57192877235,Regenerating children’s neighbourhoods: What do children want?,2003,Children in the City: Home Neighbourhood and Community,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139713245&doi=10.4324%2f9780203167236-9&partnerID=40&md5=6d9844c5aa4142312a58f1a791ecba5e,"Centre for Research on the Child and Family, School of Social Work and Psychosocial Studies, University of East Anglia, United Kingdom",
Jansen-Verbeke M.; Lievois E.,"Jansen-Verbeke, Myriam (6602484616); Lievois, Els (56014491100)",6602484616; 56014491100,ANALYSING HERITAGE RESOURCES FOR URBAN TOURISM IN EUROPEAN CITIES,2003,Contemporary Issues in Tourism Development,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140565869&doi=10.4324%2f9780203380307-9&partnerID=40&md5=cef3ca71d47d3e2656da0aae787c5098,"Department of Social and Economic Geography, Catholic University Leuven, Belgium","Jansen-Verbeke M., Department of Social and Economic Geography, Catholic University Leuven, Belgium; Lievois E., Department of Social and Economic Geography, Catholic University Leuven, Belgium",
Bradford M.,"Bradford, Michael (7102411212)",7102411212,Regenerating the city and the discipline,2003,Geography,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037228471&partnerID=40&md5=d965c212e4e2084eef67eccd35bd9522,"University of Manchester, Manchester M13 9PL, Oxford Road, United Kingdom","Bradford M., University of Manchester, Manchester M13 9PL, Oxford Road, United Kingdom",
,,,Communities reborn,2003,Highways,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042494603&partnerID=40&md5=b2c8e9b6ff9d4dedc1c9a7ae7664efa5,,,
Lee P.; Nevin B.,"Lee, Peter (7406120376); Nevin, Brendan (6603406747)",7406120376; 6603406747,Changing demand for housing: Restructuring markets and the public policy framework,2003,Housing Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037245527&doi=10.1080%2f0267303032000076849&partnerID=40&md5=f66446aa87deff64ed1ed3ac1465af22,"Centre for Urban/Regional Studies, The University of Birmingham, Edgbaston, Birmingham B15 2TT, Pritchatts Road, United Kingdom; North Staffordshire (Stoke) HMRA, Hanley, Stoke-on-Trant ST1 2BE, United Kingdom","Lee P., Centre for Urban/Regional Studies, The University of Birmingham, Edgbaston, Birmingham B15 2TT, Pritchatts Road, United Kingdom; Nevin B., North Staffordshire (Stoke) HMRA, Hanley, Stoke-on-Trant ST1 2BE, United Kingdom",Government Office; Housing Corporation
Filatov S.,"Filatov, Sergei (8511975900)",8511975900,"Lutheranism in russia: Amidst protestantism, orthodoxy and catholicism",2003,International Journal of Phytoremediation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066182739&doi=10.1080%2f0963749032000139635&partnerID=40&md5=a4860631e0727df6b1f48b1a16a4adff,,,
Renoux F.; Fleury M.; Reinette Y.; Grenand P.; Grenand F.,"Renoux, FranÃ§ois (8950752400); Fleury, Marie (7102859497); Reinette, Yann (8950752200); Grenand, Pierre (6506970224); Grenand, FranÃ§oise (6506896417)",8950752400; 7102859497; 8950752200; 6506970224; 6506896417,Slash and burn agriculture in the maroni and dyapock river basins - Dynamics and adaptation to spatial constraints; [L'agriculture itinÃ©rante sur brÃ»lis dans les bassins du maroni et de l'oyapock : Dynamique et adaptation aux contraintes spatiales],2003,Revue Forestiere Francaise,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444435998&partnerID=40&md5=82c69242ad65257eb76e6d35909f4e00,,,
Joubert L.,"Joubert, L. (15048131800)",15048131800,"Creative communities: The arts, social responsibility and sustainable planning and development",2004,Advances in Architecture Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644312838&partnerID=40&md5=82ddb483112ddb1a0aaecba2fe0bf297,"Fac. of Arch., Building and Planning, University of Melbourne, Australia","Joubert L., Fac. of Arch., Building and Planning, University of Melbourne, Australia",
Kazimee B.A.; Bartuska T.,"Kazimee, B.A. (6507922170); Bartuska, T. (6505825195)",6507922170; 6505825195,Sustainable urban regenerative process and densification: Theory and practice,2004,Advances in Architecture Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644287306&partnerID=40&md5=32e7c90ec18a5cfc5fcd15efd5c4ff7e,"Sch. of Arch. and Constr. Management, Washington State University, United States","Kazimee B.A., Sch. of Arch. and Constr. Management, Washington State University, United States; Bartuska T., Sch. of Arch. and Constr. Management, Washington State University, United States",
Schneider S.; Falkenberg D.; Kaltschmitt M.,"Schneider, Sven (14525733200); Falkenberg, Doris (6603168296); Kaltschmitt, Martin (56274861800)",14525733200; 6603168296; 56274861800,Renewable energies; [Erneuerbare energien],2004,BWK - Energie-Fachmagazin,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8344227761&partnerID=40&md5=60000f5d78fbddb6aaed07b82ea6d594,"Inst. F. Entk. und Umwelt gGmbH, Leipzig, Germany","Schneider S., Inst. F. Entk. und Umwelt gGmbH, Leipzig, Germany; Falkenberg D., Inst. F. Entk. und Umwelt gGmbH, Leipzig, Germany; Kaltschmitt M., Inst. F. Entk. und Umwelt gGmbH, Leipzig, Germany",
